"hour","period","load_Q10","load_median","load_Q90","day_type","cluster","cluster_name","geography","Day.type"
15,"Apr-20",6928.4,7184,7879.4,"workday",1,"Severe","Czech Republic","workday - April 2020"
15,"Historic (April 2016-2019)",8034.8,8302,8809.6,"workday",1,"Severe","Czech Republic","workday - Historic (April 2016-2019)"
16,"Apr-20",6787.5,7056.5,7698.8,"workday",1,"Severe","Czech Republic","workday - April 2020"
16,"Historic (April 2016-2019)",7951.2,8200,8721.4,"workday",1,"Severe","Czech Republic","workday - Historic (April 2016-2019)"
17,"Apr-20",6674.4,7021,7720.3,"workday",1,"Severe","Czech Republic","workday - April 2020"
17,"Historic (April 2016-2019)",7780,8140,8639.2,"workday",1,"Severe","Czech Republic","workday - Historic (April 2016-2019)"
18,"Apr-20",6581.4,6965,7641.2,"workday",1,"Severe","Czech Republic","workday - April 2020"
18,"Historic (April 2016-2019)",7558,7949,8412.2,"workday",1,"Severe","Czech Republic","workday - Historic (April 2016-2019)"
19,"Apr-20",6690.3,7120.5,7796.4,"workday",1,"Severe","Czech Republic","workday - April 2020"
19,"Historic (April 2016-2019)",7706.6,8070,8506.8,"workday",1,"Severe","Czech Republic","workday - Historic (April 2016-2019)"
20,"Apr-20",6810.8,7261,7691.6,"workday",1,"Severe","Czech Republic","workday - April 2020"
20,"Historic (April 2016-2019)",7775.6,8160,8509.6,"workday",1,"Severe","Czech Republic","workday - Historic (April 2016-2019)"
21,"Apr-20",6538.8,6969.5,7256.3,"workday",1,"Severe","Czech Republic","workday - April 2020"
21,"Historic (April 2016-2019)",7308.8,7676,8037.2,"workday",1,"Severe","Czech Republic","workday - Historic (April 2016-2019)"
22,"Apr-20",6142.5,6592.5,6866.9,"workday",1,"Severe","Czech Republic","workday - April 2020"
22,"Historic (April 2016-2019)",6894.6,7240,7577.6,"workday",1,"Severe","Czech Republic","workday - Historic (April 2016-2019)"
23,"Apr-20",5731.5,6182,6539,"workday",1,"Severe","Czech Republic","workday - April 2020"
23,"Historic (April 2016-2019)",6503.6,6807,7219.4,"workday",1,"Severe","Czech Republic","workday - Historic (April 2016-2019)"
0,"Historic (April 2016-2019)",5487,5905,6319,"weekend",1,"Severe","Czech Republic","weekend - Historic (April 2016-2019)"
1,"Historic (April 2016-2019)",5373,5770,6153,"weekend",1,"Severe","Czech Republic","weekend - Historic (April 2016-2019)"
2,"Historic (April 2016-2019)",5379,5771,6117,"weekend",1,"Severe","Czech Republic","weekend - Historic (April 2016-2019)"
3,"Historic (April 2016-2019)",5356,5766,6120,"weekend",1,"Severe","Czech Republic","weekend - Historic (April 2016-2019)"
4,"Historic (April 2016-2019)",5374,5782,6143,"weekend",1,"Severe","Czech Republic","weekend - Historic (April 2016-2019)"
5,"Historic (April 2016-2019)",5307,5730,6159,"weekend",1,"Severe","Czech Republic","weekend - Historic (April 2016-2019)"
6,"Historic (April 2016-2019)",5388,5903,6398,"weekend",1,"Severe","Czech Republic","weekend - Historic (April 2016-2019)"
7,"Historic (April 2016-2019)",5763,6374,6769,"weekend",1,"Severe","Czech Republic","weekend - Historic (April 2016-2019)"
8,"Historic (April 2016-2019)",6173,6672,7173,"weekend",1,"Severe","Czech Republic","weekend - Historic (April 2016-2019)"
9,"Historic (April 2016-2019)",6602,7017,7496,"weekend",1,"Severe","Czech Republic","weekend - Historic (April 2016-2019)"
10,"Historic (April 2016-2019)",6866,7205,7678,"weekend",1,"Severe","Czech Republic","weekend - Historic (April 2016-2019)"
11,"Historic (April 2016-2019)",6967,7306,7692,"weekend",1,"Severe","Czech Republic","weekend - Historic (April 2016-2019)"
12,"Historic (April 2016-2019)",6768,7090,7524,"weekend",1,"Severe","Czech Republic","weekend - Historic (April 2016-2019)"
13,"Historic (April 2016-2019)",6687,6982,7382,"weekend",1,"Severe","Czech Republic","weekend - Historic (April 2016-2019)"
14,"Historic (April 2016-2019)",6486,6828,7279,"weekend",1,"Severe","Czech Republic","weekend - Historic (April 2016-2019)"
15,"Historic (April 2016-2019)",6498,6781,7312,"weekend",1,"Severe","Czech Republic","weekend - Historic (April 2016-2019)"
16,"Historic (April 2016-2019)",6447,6740,7160,"weekend",1,"Severe","Czech Republic","weekend - Historic (April 2016-2019)"
17,"Historic (April 2016-2019)",6285,6533,7024,"weekend",1,"Severe","Czech Republic","weekend - Historic (April 2016-2019)"
18,"Historic (April 2016-2019)",6297,6644,7055,"weekend",1,"Severe","Czech Republic","weekend - Historic (April 2016-2019)"
19,"Historic (April 2016-2019)",6320,6868,7199,"weekend",1,"Severe","Czech Republic","weekend - Historic (April 2016-2019)"
20,"Historic (April 2016-2019)",6594,6993,7332,"weekend",1,"Severe","Czech Republic","weekend - Historic (April 2016-2019)"
21,"Historic (April 2016-2019)",6436,6701,7020,"weekend",1,"Severe","Czech Republic","weekend - Historic (April 2016-2019)"
22,"Historic (April 2016-2019)",6197,6449,6849,"weekend",1,"Severe","Czech Republic","weekend - Historic (April 2016-2019)"
23,"Historic (April 2016-2019)",5870,6150,6526,"weekend",1,"Severe","Czech Republic","weekend - Historic (April 2016-2019)"
0,"Apr-20",3040.4,3120,3328.8,"workday",2,"Moderate","Denmark","workday - April 2020"
0,"Historic (April 2016-2019)",2796.8,2973,3123,"workday",2,"Moderate","Denmark","workday - Historic (April 2016-2019)"
1,"Apr-20",2917.2,3023,3229.6,"workday",2,"Moderate","Denmark","workday - April 2020"
1,"Historic (April 2016-2019)",2711.6,2874,3038.4,"workday",2,"Moderate","Denmark","workday - Historic (April 2016-2019)"
2,"Apr-20",2880,2955,3194.2,"workday",2,"Moderate","Denmark","workday - April 2020"
2,"Historic (April 2016-2019)",2683.4,2822,2999.6,"workday",2,"Moderate","Denmark","workday - Historic (April 2016-2019)"
3,"Apr-20",2924.4,2983,3222.4,"workday",2,"Moderate","Denmark","workday - April 2020"
3,"Historic (April 2016-2019)",2685,2852,3030.4,"workday",2,"Moderate","Denmark","workday - Historic (April 2016-2019)"
4,"Apr-20",2976.2,3057,3278.2,"workday",2,"Moderate","Denmark","workday - April 2020"
4,"Historic (April 2016-2019)",2758.2,2910,3133.4,"workday",2,"Moderate","Denmark","workday - Historic (April 2016-2019)"
5,"Apr-20",3130,3239,3471.8,"workday",2,"Moderate","Denmark","workday - April 2020"
5,"Historic (April 2016-2019)",2977.4,3140,3367.6,"workday",2,"Moderate","Denmark","workday - Historic (April 2016-2019)"
6,"Apr-20",3506.8,3645,3843.4,"workday",2,"Moderate","Denmark","workday - April 2020"
6,"Historic (April 2016-2019)",3474.4,3674,3918.6,"workday",2,"Moderate","Denmark","workday - Historic (April 2016-2019)"
7,"Apr-20",3978.6,4122,4249.8,"workday",2,"Moderate","Denmark","workday - April 2020"
7,"Historic (April 2016-2019)",4025.4,4243,4434,"workday",2,"Moderate","Denmark","workday - Historic (April 2016-2019)"
8,"Apr-20",4225,4341,4505.8,"workday",2,"Moderate","Denmark","workday - April 2020"
8,"Historic (April 2016-2019)",4237,4466,4619.6,"workday",2,"Moderate","Denmark","workday - Historic (April 2016-2019)"
9,"Apr-20",4285.6,4369,4562.6,"workday",2,"Moderate","Denmark","workday - April 2020"
9,"Historic (April 2016-2019)",4266.4,4496,4638.6,"workday",2,"Moderate","Denmark","workday - Historic (April 2016-2019)"
10,"Apr-20",4327.4,4434,4603.8,"workday",2,"Moderate","Denmark","workday - April 2020"
10,"Historic (April 2016-2019)",4322.4,4530,4685.6,"workday",2,"Moderate","Denmark","workday - Historic (April 2016-2019)"
11,"Apr-20",4297.4,4401,4626.8,"workday",2,"Moderate","Denmark","workday - April 2020"
11,"Historic (April 2016-2019)",4271,4480,4656.2,"workday",2,"Moderate","Denmark","workday - Historic (April 2016-2019)"
12,"Apr-20",4222,4338,4578.8,"workday",2,"Moderate","Denmark","workday - April 2020"
12,"Historic (April 2016-2019)",4133,4392,4549.2,"workday",2,"Moderate","Denmark","workday - Historic (April 2016-2019)"
13,"Apr-20",4143.6,4295,4565,"workday",2,"Moderate","Denmark","workday - April 2020"
13,"Historic (April 2016-2019)",4105.6,4367,4552,"workday",2,"Moderate","Denmark","workday - Historic (April 2016-2019)"
14,"Apr-20",4025.2,4177,4498.2,"workday",2,"Moderate","Denmark","workday - April 2020"
14,"Historic (April 2016-2019)",3967.4,4263,4471.2,"workday",2,"Moderate","Denmark","workday - Historic (April 2016-2019)"
15,"Apr-20",3868,4039,4377,"workday",2,"Moderate","Denmark","workday - April 2020"
15,"Historic (April 2016-2019)",3803,4107,4325.6,"workday",2,"Moderate","Denmark","workday - Historic (April 2016-2019)"
16,"Apr-20",3839.2,4009,4408,"workday",2,"Moderate","Denmark","workday - April 2020"
16,"Historic (April 2016-2019)",3836.2,4067,4266.6,"workday",2,"Moderate","Denmark","workday - Historic (April 2016-2019)"
17,"Apr-20",4032.4,4271,4645.4,"workday",2,"Moderate","Denmark","workday - April 2020"
17,"Historic (April 2016-2019)",4033.8,4276,4509,"workday",2,"Moderate","Denmark","workday - Historic (April 2016-2019)"
18,"Apr-20",4083,4264,4572.2,"workday",2,"Moderate","Denmark","workday - April 2020"
18,"Historic (April 2016-2019)",3988.4,4193,4407.6,"workday",2,"Moderate","Denmark","workday - Historic (April 2016-2019)"
19,"Apr-20",3872.2,4015,4323.6,"workday",2,"Moderate","Denmark","workday - April 2020"
19,"Historic (April 2016-2019)",3780.4,4032,4202.6,"workday",2,"Moderate","Denmark","workday - Historic (April 2016-2019)"
20,"Apr-20",3771.6,3884,4120.8,"workday",2,"Moderate","Denmark","workday - April 2020"
20,"Historic (April 2016-2019)",3681.4,3926,4161.6,"workday",2,"Moderate","Denmark","workday - Historic (April 2016-2019)"
21,"Apr-20",3663.2,3787,3934.4,"workday",2,"Moderate","Denmark","workday - April 2020"
21,"Historic (April 2016-2019)",3558,3801,3976.2,"workday",2,"Moderate","Denmark","workday - Historic (April 2016-2019)"
22,"Apr-20",3404.2,3552,3680.2,"workday",2,"Moderate","Denmark","workday - April 2020"
22,"Historic (April 2016-2019)",3293,3506,3650.4,"workday",2,"Moderate","Denmark","workday - Historic (April 2016-2019)"
23,"Apr-20",3176.4,3260,3415,"workday",2,"Moderate","Denmark","workday - April 2020"
23,"Historic (April 2016-2019)",3025.6,3185,3330.6,"workday",2,"Moderate","Denmark","workday - Historic (April 2016-2019)"
0,"Historic (April 2016-2019)",2723,2814,3043.2,"weekend",2,"Moderate","Denmark","weekend - Historic (April 2016-2019)"
1,"Historic (April 2016-2019)",2622.6,2703,2915.4,"weekend",2,"Moderate","Denmark","weekend - Historic (April 2016-2019)"
2,"Historic (April 2016-2019)",2565,2660,2846,"weekend",2,"Moderate","Denmark","weekend - Historic (April 2016-2019)"
3,"Historic (April 2016-2019)",2552.6,2641,2845.4,"weekend",2,"Moderate","Denmark","weekend - Historic (April 2016-2019)"
4,"Historic (April 2016-2019)",2578,2662,2875.4,"weekend",2,"Moderate","Denmark","weekend - Historic (April 2016-2019)"
5,"Historic (April 2016-2019)",2631.2,2708,2948.8,"weekend",2,"Moderate","Denmark","weekend - Historic (April 2016-2019)"
6,"Historic (April 2016-2019)",2738.4,2827,3044.4,"weekend",2,"Moderate","Denmark","weekend - Historic (April 2016-2019)"
7,"Historic (April 2016-2019)",2985.4,3102,3280.4,"weekend",2,"Moderate","Denmark","weekend - Historic (April 2016-2019)"
8,"Historic (April 2016-2019)",3256,3390,3569.8,"weekend",2,"Moderate","Denmark","weekend - Historic (April 2016-2019)"
9,"Historic (April 2016-2019)",3421.6,3561,3762,"weekend",2,"Moderate","Denmark","weekend - Historic (April 2016-2019)"
10,"Historic (April 2016-2019)",3500.6,3616,3797.6,"weekend",2,"Moderate","Denmark","weekend - Historic (April 2016-2019)"
11,"Historic (April 2016-2019)",3489,3600,3787.6,"weekend",2,"Moderate","Denmark","weekend - Historic (April 2016-2019)"
12,"Historic (April 2016-2019)",3415.4,3517,3700.6,"weekend",2,"Moderate","Denmark","weekend - Historic (April 2016-2019)"
13,"Historic (April 2016-2019)",3304,3457,3631.2,"weekend",2,"Moderate","Denmark","weekend - Historic (April 2016-2019)"
14,"Historic (April 2016-2019)",3238.6,3398,3572,"weekend",2,"Moderate","Denmark","weekend - Historic (April 2016-2019)"
15,"Historic (April 2016-2019)",3194,3354,3541.4,"weekend",2,"Moderate","Denmark","weekend - Historic (April 2016-2019)"
16,"Historic (April 2016-2019)",3264,3408,3579.2,"weekend",2,"Moderate","Denmark","weekend - Historic (April 2016-2019)"
17,"Historic (April 2016-2019)",3488.4,3684,3898,"weekend",2,"Moderate","Denmark","weekend - Historic (April 2016-2019)"
18,"Historic (April 2016-2019)",3528,3738,3930.8,"weekend",2,"Moderate","Denmark","weekend - Historic (April 2016-2019)"
19,"Historic (April 2016-2019)",3365.8,3559,3733.6,"weekend",2,"Moderate","Denmark","weekend - Historic (April 2016-2019)"
20,"Historic (April 2016-2019)",3298,3484,3684,"weekend",2,"Moderate","Denmark","weekend - Historic (April 2016-2019)"
21,"Historic (April 2016-2019)",3282.2,3425,3586.8,"weekend",2,"Moderate","Denmark","weekend - Historic (April 2016-2019)"
22,"Historic (April 2016-2019)",3093.2,3204,3335.8,"weekend",2,"Moderate","Denmark","weekend - Historic (April 2016-2019)"
23,"Historic (April 2016-2019)",2864.4,2965,3144.2,"weekend",2,"Moderate","Denmark","weekend - Historic (April 2016-2019)"
0,"Apr-20",763.8,794.5,839.1,"workday",2,"Moderate","Estonia","workday - April 2020"
0,"Historic (April 2016-2019)",720,796,854,"workday",2,"Moderate","Estonia","workday - Historic (April 2016-2019)"
1,"Apr-20",738.3,764.5,812.8,"workday",2,"Moderate","Estonia","workday - April 2020"
1,"Historic (April 2016-2019)",695,764,829,"workday",2,"Moderate","Estonia","workday - Historic (April 2016-2019)"
2,"Apr-20",723,752,795,"workday",2,"Moderate","Estonia","workday - April 2020"
2,"Historic (April 2016-2019)",683,748,812,"workday",2,"Moderate","Estonia","workday - Historic (April 2016-2019)"
3,"Apr-20",716,744,788,"workday",2,"Moderate","Estonia","workday - April 2020"
3,"Historic (April 2016-2019)",671,744,812,"workday",2,"Moderate","Estonia","workday - Historic (April 2016-2019)"
4,"Apr-20",722,747,793,"workday",2,"Moderate","Estonia","workday - April 2020"
4,"Historic (April 2016-2019)",686,753,818,"workday",2,"Moderate","Estonia","workday - Historic (April 2016-2019)"
5,"Apr-20",733,774,806,"workday",2,"Moderate","Estonia","workday - April 2020"
5,"Historic (April 2016-2019)",699,778,851,"workday",2,"Moderate","Estonia","workday - Historic (April 2016-2019)"
6,"Apr-20",798,837,882,"workday",2,"Moderate","Estonia","workday - April 2020"
6,"Historic (April 2016-2019)",799,880,943,"workday",2,"Moderate","Estonia","workday - Historic (April 2016-2019)"
7,"Apr-20",891,932,967,"workday",2,"Moderate","Estonia","workday - April 2020"
7,"Historic (April 2016-2019)",933,1011,1067,"workday",2,"Moderate","Estonia","workday - Historic (April 2016-2019)"
8,"Apr-20",994,1017,1075,"workday",2,"Moderate","Estonia","workday - April 2020"
8,"Historic (April 2016-2019)",1033,1113,1165,"workday",2,"Moderate","Estonia","workday - Historic (April 2016-2019)"
9,"Apr-20",1018,1050,1115,"workday",2,"Moderate","Estonia","workday - April 2020"
9,"Historic (April 2016-2019)",1051.3,1135,1189.9,"workday",2,"Moderate","Estonia","workday - Historic (April 2016-2019)"
10,"Apr-20",1000,1040,1119,"workday",2,"Moderate","Estonia","workday - April 2020"
10,"Historic (April 2016-2019)",1036,1126,1185.5,"workday",2,"Moderate","Estonia","workday - Historic (April 2016-2019)"
11,"Apr-20",977,1025,1111,"workday",2,"Moderate","Estonia","workday - April 2020"
11,"Historic (April 2016-2019)",1029.7,1114.5,1172.9,"workday",2,"Moderate","Estonia","workday - Historic (April 2016-2019)"
12,"Apr-20",943,1011,1090,"workday",2,"Moderate","Estonia","workday - April 2020"
12,"Historic (April 2016-2019)",1010,1091,1152.9,"workday",2,"Moderate","Estonia","workday - Historic (April 2016-2019)"
13,"Apr-20",951,1020,1113,"workday",2,"Moderate","Estonia","workday - April 2020"
13,"Historic (April 2016-2019)",1023.4,1103,1172.5,"workday",2,"Moderate","Estonia","workday - Historic (April 2016-2019)"
14,"Apr-20",921,997,1085,"workday",2,"Moderate","Estonia","workday - April 2020"
14,"Historic (April 2016-2019)",1006.7,1084,1152.8,"workday",2,"Moderate","Estonia","workday - Historic (April 2016-2019)"
15,"Apr-20",913,979,1062,"workday",2,"Moderate","Estonia","workday - April 2020"
15,"Historic (April 2016-2019)",998,1071,1146,"workday",2,"Moderate","Estonia","workday - Historic (April 2016-2019)"
16,"Apr-20",891,948,1012,"workday",2,"Moderate","Estonia","workday - April 2020"
16,"Historic (April 2016-2019)",962,1040,1110,"workday",2,"Moderate","Estonia","workday - Historic (April 2016-2019)"
17,"Apr-20",886,936,1002,"workday",2,"Moderate","Estonia","workday - April 2020"
17,"Historic (April 2016-2019)",941,1022,1094,"workday",2,"Moderate","Estonia","workday - Historic (April 2016-2019)"
18,"Apr-20",890,930,1005,"workday",2,"Moderate","Estonia","workday - April 2020"
18,"Historic (April 2016-2019)",930,1009,1074,"workday",2,"Moderate","Estonia","workday - Historic (April 2016-2019)"
19,"Apr-20",898,934,1016,"workday",2,"Moderate","Estonia","workday - April 2020"
19,"Historic (April 2016-2019)",919,996,1072,"workday",2,"Moderate","Estonia","workday - Historic (April 2016-2019)"
20,"Apr-20",898,951,1044,"workday",2,"Moderate","Estonia","workday - April 2020"
20,"Historic (April 2016-2019)",915,1000,1095,"workday",2,"Moderate","Estonia","workday - Historic (April 2016-2019)"
21,"Apr-20",939,969,1029,"workday",2,"Moderate","Estonia","workday - April 2020"
21,"Historic (April 2016-2019)",938,1017,1088,"workday",2,"Moderate","Estonia","workday - Historic (April 2016-2019)"
22,"Apr-20",890.7,920.5,966.6,"workday",2,"Moderate","Estonia","workday - April 2020"
22,"Historic (April 2016-2019)",875,947,1009,"workday",2,"Moderate","Estonia","workday - Historic (April 2016-2019)"
23,"Apr-20",817.7,849,896.5,"workday",2,"Moderate","Estonia","workday - April 2020"
23,"Historic (April 2016-2019)",783,858,914,"workday",2,"Moderate","Estonia","workday - Historic (April 2016-2019)"
0,"Historic (April 2016-2019)",713.1,775.5,838,"weekend",2,"Moderate","Estonia","weekend - Historic (April 2016-2019)"
1,"Historic (April 2016-2019)",684.1,743,805.7,"weekend",2,"Moderate","Estonia","weekend - Historic (April 2016-2019)"
2,"Historic (April 2016-2019)",669.4,724.5,782,"weekend",2,"Moderate","Estonia","weekend - Historic (April 2016-2019)"
3,"Historic (April 2016-2019)",659.7,718,773.9,"weekend",2,"Moderate","Estonia","weekend - Historic (April 2016-2019)"
4,"Historic (April 2016-2019)",657.4,717.5,769.2,"weekend",2,"Moderate","Estonia","weekend - Historic (April 2016-2019)"
5,"Historic (April 2016-2019)",645.1,714.5,781.5,"weekend",2,"Moderate","Estonia","weekend - Historic (April 2016-2019)"
6,"Historic (April 2016-2019)",666.6,728,787.4,"weekend",2,"Moderate","Estonia","weekend - Historic (April 2016-2019)"
7,"Historic (April 2016-2019)",711.9,767,835.7,"weekend",2,"Moderate","Estonia","weekend - Historic (April 2016-2019)"
8,"Historic (April 2016-2019)",778.6,839.5,916,"weekend",2,"Moderate","Estonia","weekend - Historic (April 2016-2019)"
9,"Historic (April 2016-2019)",829.8,899,966.6,"weekend",2,"Moderate","Estonia","weekend - Historic (April 2016-2019)"
10,"Historic (April 2016-2019)",845.8,923.5,981.5,"weekend",2,"Moderate","Estonia","weekend - Historic (April 2016-2019)"
11,"Historic (April 2016-2019)",838.1,923,982.9,"weekend",2,"Moderate","Estonia","weekend - Historic (April 2016-2019)"
12,"Historic (April 2016-2019)",819.7,905.5,959.6,"weekend",2,"Moderate","Estonia","weekend - Historic (April 2016-2019)"
13,"Historic (April 2016-2019)",813.3,895,952.2,"weekend",2,"Moderate","Estonia","weekend - Historic (April 2016-2019)"
14,"Historic (April 2016-2019)",799,882,937.6,"weekend",2,"Moderate","Estonia","weekend - Historic (April 2016-2019)"
15,"Historic (April 2016-2019)",793.2,875.5,929.5,"weekend",2,"Moderate","Estonia","weekend - Historic (April 2016-2019)"
16,"Historic (April 2016-2019)",793.4,870,918.1,"weekend",2,"Moderate","Estonia","weekend - Historic (April 2016-2019)"
17,"Historic (April 2016-2019)",804.7,876.5,923.7,"weekend",2,"Moderate","Estonia","weekend - Historic (April 2016-2019)"
18,"Historic (April 2016-2019)",806.4,895,935,"weekend",2,"Moderate","Estonia","weekend - Historic (April 2016-2019)"
19,"Historic (April 2016-2019)",819.7,904,948.9,"weekend",2,"Moderate","Estonia","weekend - Historic (April 2016-2019)"
20,"Historic (April 2016-2019)",828.7,911,980.6,"weekend",2,"Moderate","Estonia","weekend - Historic (April 2016-2019)"
21,"Historic (April 2016-2019)",863.4,937,991.3,"weekend",2,"Moderate","Estonia","weekend - Historic (April 2016-2019)"
22,"Historic (April 2016-2019)",818.2,881,928.9,"weekend",2,"Moderate","Estonia","weekend - Historic (April 2016-2019)"
23,"Historic (April 2016-2019)",751.7,813.5,857.4,"weekend",2,"Moderate","Estonia","weekend - Historic (April 2016-2019)"
0,"Apr-20",8430.1,8980.5,9614.4,"workday",3,"Mild","Finland","workday - April 2020"
0,"Historic (April 2016-2019)",8705,9213,9720.8,"workday",3,"Mild","Finland","workday - Historic (April 2016-2019)"
1,"Apr-20",8118.7,8668,9361.1,"workday",3,"Mild","Finland","workday - April 2020"
1,"Historic (April 2016-2019)",8387.6,8849,9412.2,"workday",3,"Mild","Finland","workday - Historic (April 2016-2019)"
2,"Apr-20",7979.7,8492,9190,"workday",3,"Mild","Finland","workday - April 2020"
2,"Historic (April 2016-2019)",8194.4,8666,9258.4,"workday",3,"Mild","Finland","workday - Historic (April 2016-2019)"
3,"Apr-20",7908.5,8465.5,9172.4,"workday",3,"Mild","Finland","workday - April 2020"
3,"Historic (April 2016-2019)",8155,8605,9221,"workday",3,"Mild","Finland","workday - Historic (April 2016-2019)"
4,"Apr-20",7992.7,8583,9268.1,"workday",3,"Mild","Finland","workday - April 2020"
4,"Historic (April 2016-2019)",8235.2,8729,9359.6,"workday",3,"Mild","Finland","workday - Historic (April 2016-2019)"
5,"Apr-20",8147.9,8802.5,9569.1,"workday",3,"Mild","Finland","workday - April 2020"
5,"Historic (April 2016-2019)",8369,8953,9722.6,"workday",3,"Mild","Finland","workday - Historic (April 2016-2019)"
6,"Apr-20",8692,9273.5,10027.9,"workday",3,"Mild","Finland","workday - April 2020"
6,"Historic (April 2016-2019)",9065.4,9573,10326.4,"workday",3,"Mild","Finland","workday - Historic (April 2016-2019)"
7,"Apr-20",9023.6,9575,10211.8,"workday",3,"Mild","Finland","workday - April 2020"
7,"Historic (April 2016-2019)",9564.6,10123,10762.4,"workday",3,"Mild","Finland","workday - Historic (April 2016-2019)"
8,"Apr-20",9158.7,9748,10347.6,"workday",3,"Mild","Finland","workday - April 2020"
8,"Historic (April 2016-2019)",9815.4,10314,10875.2,"workday",3,"Mild","Finland","workday - Historic (April 2016-2019)"
9,"Apr-20",9170.5,9722.5,10391.7,"workday",3,"Mild","Finland","workday - April 2020"
9,"Historic (April 2016-2019)",9864,10350,10877,"workday",3,"Mild","Finland","workday - Historic (April 2016-2019)"
10,"Apr-20",9174.1,9689.5,10332.1,"workday",3,"Mild","Finland","workday - April 2020"
10,"Historic (April 2016-2019)",9747,10235,10730.8,"workday",3,"Mild","Finland","workday - Historic (April 2016-2019)"
11,"Apr-20",9149,9628.5,10351.5,"workday",3,"Mild","Finland","workday - April 2020"
11,"Historic (April 2016-2019)",9571.2,10179,10683.6,"workday",3,"Mild","Finland","workday - Historic (April 2016-2019)"
12,"Apr-20",9097.6,9596.5,10328,"workday",3,"Mild","Finland","workday - April 2020"
12,"Historic (April 2016-2019)",9538.2,10124,10598,"workday",3,"Mild","Finland","workday - Historic (April 2016-2019)"
13,"Apr-20",8980.3,9455.5,10166.6,"workday",3,"Mild","Finland","workday - April 2020"
13,"Historic (April 2016-2019)",9363.6,9965,10446.4,"workday",3,"Mild","Finland","workday - Historic (April 2016-2019)"
14,"Apr-20",8841.9,9355,10053.6,"workday",3,"Mild","Finland","workday - April 2020"
14,"Historic (April 2016-2019)",9213.4,9879,10325.2,"workday",3,"Mild","Finland","workday - Historic (April 2016-2019)"
15,"Apr-20",8763.4,9267,9939.7,"workday",3,"Mild","Finland","workday - April 2020"
15,"Historic (April 2016-2019)",9164.6,9797,10254.6,"workday",3,"Mild","Finland","workday - Historic (April 2016-2019)"
16,"Apr-20",8741,9233.5,9927.5,"workday",3,"Mild","Finland","workday - April 2020"
16,"Historic (April 2016-2019)",9085.6,9701,10196.8,"workday",3,"Mild","Finland","workday - Historic (April 2016-2019)"
17,"Apr-20",8750.1,9269,10016.4,"workday",3,"Mild","Finland","workday - April 2020"
17,"Historic (April 2016-2019)",9128.4,9694,10225,"workday",3,"Mild","Finland","workday - Historic (April 2016-2019)"
18,"Apr-20",8779.7,9381,10080.5,"workday",3,"Mild","Finland","workday - April 2020"
18,"Historic (April 2016-2019)",9126.2,9696,10207.6,"workday",3,"Mild","Finland","workday - Historic (April 2016-2019)"
19,"Apr-20",8920.6,9524.5,10213.1,"workday",3,"Mild","Finland","workday - April 2020"
19,"Historic (April 2016-2019)",9210.4,9791,10365.2,"workday",3,"Mild","Finland","workday - Historic (April 2016-2019)"
20,"Apr-20",8932.2,9548.5,10328.2,"workday",3,"Mild","Finland","workday - April 2020"
20,"Historic (April 2016-2019)",9233.8,9795,10438.8,"workday",3,"Mild","Finland","workday - Historic (April 2016-2019)"
21,"Apr-20",8810.1,9470,10077.2,"workday",3,"Mild","Finland","workday - April 2020"
21,"Historic (April 2016-2019)",9130.8,9726,10322.6,"workday",3,"Mild","Finland","workday - Historic (April 2016-2019)"
22,"Apr-20",9013.5,9540.5,10124.2,"workday",3,"Mild","Finland","workday - April 2020"
22,"Historic (April 2016-2019)",9342.4,9870,10300.6,"workday",3,"Mild","Finland","workday - Historic (April 2016-2019)"
23,"Apr-20",8824.1,9368,9960.8,"workday",3,"Mild","Finland","workday - April 2020"
23,"Historic (April 2016-2019)",9147.6,9676,10126.2,"workday",3,"Mild","Finland","workday - Historic (April 2016-2019)"
0,"Historic (April 2016-2019)",8492,9243,9962,"weekend",3,"Mild","Finland","weekend - Historic (April 2016-2019)"
1,"Historic (April 2016-2019)",8198,8874,9622,"weekend",3,"Mild","Finland","weekend - Historic (April 2016-2019)"
2,"Historic (April 2016-2019)",8012,8672,9404,"weekend",3,"Mild","Finland","weekend - Historic (April 2016-2019)"
3,"Historic (April 2016-2019)",7938,8624,9347,"weekend",3,"Mild","Finland","weekend - Historic (April 2016-2019)"
4,"Historic (April 2016-2019)",8015,8597,9387,"weekend",3,"Mild","Finland","weekend - Historic (April 2016-2019)"
5,"Historic (April 2016-2019)",7958,8565,9487,"weekend",3,"Mild","Finland","weekend - Historic (April 2016-2019)"
6,"Historic (April 2016-2019)",8016,8616,9543,"weekend",3,"Mild","Finland","weekend - Historic (April 2016-2019)"
7,"Historic (April 2016-2019)",8066,8708,9607,"weekend",3,"Mild","Finland","weekend - Historic (April 2016-2019)"
8,"Historic (April 2016-2019)",8268,8889,9796,"weekend",3,"Mild","Finland","weekend - Historic (April 2016-2019)"
9,"Historic (April 2016-2019)",8467,9069,9915,"weekend",3,"Mild","Finland","weekend - Historic (April 2016-2019)"
10,"Historic (April 2016-2019)",8599,9162,9938,"weekend",3,"Mild","Finland","weekend - Historic (April 2016-2019)"
11,"Historic (April 2016-2019)",8605,9174,9877,"weekend",3,"Mild","Finland","weekend - Historic (April 2016-2019)"
12,"Historic (April 2016-2019)",8575,9121,9901,"weekend",3,"Mild","Finland","weekend - Historic (April 2016-2019)"
