"hour","period","load_Q10","load_median","load_Q90","day_type","cluster","cluster_name","geography","Day.type"
0,"Apr-20",18776.079,19180.9575,19678.0955,"workday",3,"Mild","Australia","workday - April 2020"
0,"Historic (April 2016-2019)",18398.2,19244.835,19862.596,"workday",3,"Mild","Australia","workday - Historic (April 2016-2019)"
1,"Apr-20",17877.707,18190.13,18607.263,"workday",3,"Mild","Australia","workday - April 2020"
1,"Historic (April 2016-2019)",17464.503,18163.61,18687.093,"workday",3,"Mild","Australia","workday - Historic (April 2016-2019)"
2,"Apr-20",16960.8805,17373.6325,17687.7155,"workday",3,"Mild","Australia","workday - April 2020"
2,"Historic (April 2016-2019)",16625.503,17294.415,17777.927,"workday",3,"Mild","Australia","workday - Historic (April 2016-2019)"
3,"Apr-20",16618.289,16951.065,17342.956,"workday",3,"Mild","Australia","workday - April 2020"
3,"Historic (April 2016-2019)",16290.632,17016.245,17419.217,"workday",3,"Mild","Australia","workday - Historic (April 2016-2019)"
4,"Apr-20",16735.944,17078.445,17610.8265,"workday",3,"Mild","Australia","workday - April 2020"
4,"Historic (April 2016-2019)",16516.898,17174.335,17775.157,"workday",3,"Mild","Australia","workday - Historic (April 2016-2019)"
5,"Apr-20",17429.2785,17944.5825,18912.06,"workday",3,"Mild","Australia","workday - April 2020"
5,"Historic (April 2016-2019)",17742.463,18322.725,18907.721,"workday",3,"Mild","Australia","workday - Historic (April 2016-2019)"
6,"Apr-20",18829.492,19611.7625,20425.7875,"workday",3,"Mild","Australia","workday - April 2020"
6,"Historic (April 2016-2019)",19857.485,20526.705,21265.446,"workday",3,"Mild","Australia","workday - Historic (April 2016-2019)"
7,"Apr-20",19613.445,20603.4475,21290.071,"workday",3,"Mild","Australia","workday - April 2020"
7,"Historic (April 2016-2019)",21330.304,22140.17,22804.441,"workday",3,"Mild","Australia","workday - Historic (April 2016-2019)"
8,"Apr-20",19662.7635,20603.0775,21290.185,"workday",3,"Mild","Australia","workday - April 2020"
8,"Historic (April 2016-2019)",21569.556,22325.975,23145.056,"workday",3,"Mild","Australia","workday - Historic (April 2016-2019)"
9,"Apr-20",19033.189,19921.0375,21133.575,"workday",3,"Mild","Australia","workday - April 2020"
9,"Historic (April 2016-2019)",21168.509,22025.095,22934.313,"workday",3,"Mild","Australia","workday - Historic (April 2016-2019)"
10,"Apr-20",18330.8765,19307.8525,20847.1755,"workday",3,"Mild","Australia","workday - April 2020"
10,"Historic (April 2016-2019)",20761.167,21704.36,22942.957,"workday",3,"Mild","Australia","workday - Historic (April 2016-2019)"
11,"Apr-20",18127.7435,19099.415,20325.292,"workday",3,"Mild","Australia","workday - April 2020"
11,"Historic (April 2016-2019)",20674.656,21566.56,22859.414,"workday",3,"Mild","Australia","workday - Historic (April 2016-2019)"
12,"Apr-20",18252.193,19225.9225,20578.6755,"workday",3,"Mild","Australia","workday - April 2020"
12,"Historic (April 2016-2019)",20535.779,21750.88,23004.305,"workday",3,"Mild","Australia","workday - Historic (April 2016-2019)"
13,"Apr-20",18685.788,19427.8525,21013.932,"workday",3,"Mild","Australia","workday - April 2020"
13,"Historic (April 2016-2019)",20697.886,21940.78,23279.322,"workday",3,"Mild","Australia","workday - Historic (April 2016-2019)"
14,"Apr-20",19239.183,19737.8525,21453.514,"workday",3,"Mild","Australia","workday - April 2020"
14,"Historic (April 2016-2019)",21111.521,22225.825,23632.392,"workday",3,"Mild","Australia","workday - Historic (April 2016-2019)"
15,"Apr-20",20027.549,20644.57,22272.7945,"workday",3,"Mild","Australia","workday - April 2020"
15,"Historic (April 2016-2019)",21743.604,22692.08,24000.611,"workday",3,"Mild","Australia","workday - Historic (April 2016-2019)"
16,"Apr-20",21411.066,22042.735,23474.12,"workday",3,"Mild","Australia","workday - April 2020"
16,"Historic (April 2016-2019)",22580.724,23441.63,24487.266,"workday",3,"Mild","Australia","workday - Historic (April 2016-2019)"
17,"Apr-20",23167.9195,23756.795,24379.0685,"workday",3,"Mild","Australia","workday - April 2020"
17,"Historic (April 2016-2019)",23478.469,24308.95,25186.645,"workday",3,"Mild","Australia","workday - Historic (April 2016-2019)"
18,"Apr-20",23943.998,24455.0025,25181.414,"workday",3,"Mild","Australia","workday - April 2020"
18,"Historic (April 2016-2019)",24108.503,24871.22,25695.769,"workday",3,"Mild","Australia","workday - Historic (April 2016-2019)"
19,"Apr-20",22736.1375,23123.585,23957.6205,"workday",3,"Mild","Australia","workday - April 2020"
19,"Historic (April 2016-2019)",23104.525,23842.285,24726.485,"workday",3,"Mild","Australia","workday - Historic (April 2016-2019)"
20,"Apr-20",21618.1575,21975.8925,22745.0405,"workday",3,"Mild","Australia","workday - April 2020"
20,"Historic (April 2016-2019)",22105.622,22797.18,23571.359,"workday",3,"Mild","Australia","workday - Historic (April 2016-2019)"
21,"Apr-20",20740.7675,20998.2375,21583.971,"workday",3,"Mild","Australia","workday - April 2020"
21,"Historic (April 2016-2019)",21026.674,21684.085,22395.702,"workday",3,"Mild","Australia","workday - Historic (April 2016-2019)"
22,"Apr-20",20145.8355,20403.8625,20860.7075,"workday",3,"Mild","Australia","workday - April 2020"
22,"Historic (April 2016-2019)",20253.761,20942.215,21414.309,"workday",3,"Mild","Australia","workday - Historic (April 2016-2019)"
23,"Apr-20",19886.0725,20124.7175,20537.3075,"workday",3,"Mild","Australia","workday - April 2020"
23,"Historic (April 2016-2019)",20011.313,20644.86,21047.634,"workday",3,"Mild","Australia","workday - Historic (April 2016-2019)"
0,"Historic (April 2016-2019)",18134.481,18844.64,19608.522,"weekend",3,"Mild","Australia","weekend - Historic (April 2016-2019)"
1,"Historic (April 2016-2019)",17124.682,17713.24,18398.29,"weekend",3,"Mild","Australia","weekend - Historic (April 2016-2019)"
2,"Historic (April 2016-2019)",16263.035,16860.675,17473.529,"weekend",3,"Mild","Australia","weekend - Historic (April 2016-2019)"
3,"Historic (April 2016-2019)",15871.13,16486.535,17001.246,"weekend",3,"Mild","Australia","weekend - Historic (April 2016-2019)"
4,"Historic (April 2016-2019)",15825.39,16403.795,16910.497,"weekend",3,"Mild","Australia","weekend - Historic (April 2016-2019)"
5,"Historic (April 2016-2019)",16149.725,16762.51,17472.855,"weekend",3,"Mild","Australia","weekend - Historic (April 2016-2019)"
6,"Historic (April 2016-2019)",16773.056,17410.245,18415.227,"weekend",3,"Mild","Australia","weekend - Historic (April 2016-2019)"
7,"Historic (April 2016-2019)",17455.586,18008.88,19267.394,"weekend",3,"Mild","Australia","weekend - Historic (April 2016-2019)"
8,"Historic (April 2016-2019)",18071.485,18659.045,20005.03,"weekend",3,"Mild","Australia","weekend - Historic (April 2016-2019)"
9,"Historic (April 2016-2019)",18067.063,18744.5,20293.35,"weekend",3,"Mild","Australia","weekend - Historic (April 2016-2019)"
10,"Historic (April 2016-2019)",17835.064,18603.05,20043.317,"weekend",3,"Mild","Australia","weekend - Historic (April 2016-2019)"
11,"Historic (April 2016-2019)",17524.798,18482.175,19827.69,"weekend",3,"Mild","Australia","weekend - Historic (April 2016-2019)"
12,"Historic (April 2016-2019)",17483.978,18480.125,19645.337,"weekend",3,"Mild","Australia","weekend - Historic (April 2016-2019)"
13,"Historic (April 2016-2019)",17516.846,18604.705,19829.56,"weekend",3,"Mild","Australia","weekend - Historic (April 2016-2019)"
14,"Historic (April 2016-2019)",17959.244,18786.92,20150.591,"weekend",3,"Mild","Australia","weekend - Historic (April 2016-2019)"
15,"Historic (April 2016-2019)",18763.939,19592.085,20804.411,"weekend",3,"Mild","Australia","weekend - Historic (April 2016-2019)"
16,"Historic (April 2016-2019)",19987.071,20614.325,21738.371,"weekend",3,"Mild","Australia","weekend - Historic (April 2016-2019)"
17,"Historic (April 2016-2019)",21032.794,22007.18,22627.868,"weekend",3,"Mild","Australia","weekend - Historic (April 2016-2019)"
18,"Historic (April 2016-2019)",21778.931,22778.125,23630.163,"weekend",3,"Mild","Australia","weekend - Historic (April 2016-2019)"
19,"Historic (April 2016-2019)",20997.039,21943.155,22683.604,"weekend",3,"Mild","Australia","weekend - Historic (April 2016-2019)"
20,"Historic (April 2016-2019)",20218.659,21017.675,21742.844,"weekend",3,"Mild","Australia","weekend - Historic (April 2016-2019)"
21,"Historic (April 2016-2019)",19476.799,20235.45,20767.865,"weekend",3,"Mild","Australia","weekend - Historic (April 2016-2019)"
22,"Historic (April 2016-2019)",18928.978,19754.61,20082.993,"weekend",3,"Mild","Australia","weekend - Historic (April 2016-2019)"
23,"Historic (April 2016-2019)",18816.164,19497.025,19930.924,"weekend",3,"Mild","Australia","weekend - Historic (April 2016-2019)"
0,"Apr-20",5262.5,5458,6129.25,"workday",1,"Severe","Austria","workday - April 2020"
0,"Historic (April 2016-2019)",5508.5,5890.75,6208.75,"workday",1,"Severe","Austria","workday - Historic (April 2016-2019)"
1,"Apr-20",5028.5,5249,5902.25,"workday",1,"Severe","Austria","workday - April 2020"
1,"Historic (April 2016-2019)",5292,5629.75,5919.75,"workday",1,"Severe","Austria","workday - Historic (April 2016-2019)"
2,"Apr-20",4941.5,5155,5794.5,"workday",1,"Severe","Austria","workday - April 2020"
2,"Historic (April 2016-2019)",5198.5,5524,5807.25,"workday",1,"Severe","Austria","workday - Historic (April 2016-2019)"
3,"Apr-20",4892,5059,5706.25,"workday",1,"Severe","Austria","workday - April 2020"
3,"Historic (April 2016-2019)",5140.25,5397.5,5718.25,"workday",1,"Severe","Austria","workday - Historic (April 2016-2019)"
4,"Apr-20",5006.25,5149.25,5804.5,"workday",1,"Severe","Austria","workday - April 2020"
4,"Historic (April 2016-2019)",5305.25,5548.25,5851.5,"workday",1,"Severe","Austria","workday - Historic (April 2016-2019)"
5,"Apr-20",5423,5633.25,6274,"workday",1,"Severe","Austria","workday - April 2020"
5,"Historic (April 2016-2019)",5960,6196,6493.25,"workday",1,"Severe","Austria","workday - Historic (April 2016-2019)"
6,"Apr-20",6147.75,6344.25,6891.25,"workday",1,"Severe","Austria","workday - April 2020"
6,"Historic (April 2016-2019)",7027.25,7273,7551.25,"workday",1,"Severe","Austria","workday - Historic (April 2016-2019)"
7,"Apr-20",6715.75,6883.75,7399.25,"workday",1,"Severe","Austria","workday - April 2020"
7,"Historic (April 2016-2019)",7854.5,8098.5,8448,"workday",1,"Severe","Austria","workday - Historic (April 2016-2019)"
8,"Apr-20",6899.75,7038.75,7521.5,"workday",1,"Severe","Austria","workday - April 2020"
8,"Historic (April 2016-2019)",8091.75,8355.5,8780.25,"workday",1,"Severe","Austria","workday - Historic (April 2016-2019)"
9,"Apr-20",6849.75,6959.5,7439.25,"workday",1,"Severe","Austria","workday - April 2020"
9,"Historic (April 2016-2019)",7996.75,8333,8816.75,"workday",1,"Severe","Austria","workday - Historic (April 2016-2019)"
10,"Apr-20",6819.5,6987.25,7469,"workday",1,"Severe","Austria","workday - April 2020"
10,"Historic (April 2016-2019)",7978.75,8332,8906.5,"workday",1,"Severe","Austria","workday - Historic (April 2016-2019)"
11,"Apr-20",6929,7093.75,7617.75,"workday",1,"Severe","Austria","workday - April 2020"
11,"Historic (April 2016-2019)",8042.25,8366.75,8994.75,"workday",1,"Severe","Austria","workday - Historic (April 2016-2019)"
12,"Apr-20",6686.75,6851.75,7396.25,"workday",1,"Severe","Austria","workday - April 2020"
12,"Historic (April 2016-2019)",7781.75,8104,8685,"workday",1,"Severe","Austria","workday - Historic (April 2016-2019)"
13,"Apr-20",6488.75,6666.5,7257.75,"workday",1,"Severe","Austria","workday - April 2020"
13,"Historic (April 2016-2019)",7626.75,8021.75,8586.75,"workday",1,"Severe","Austria","workday - Historic (April 2016-2019)"
14,"Apr-20",6325.25,6538.25,7126.25,"workday",1,"Severe","Austria","workday - April 2020"
14,"Historic (April 2016-2019)",7483,7952.5,8448.25,"workday",1,"Severe","Austria","workday - Historic (April 2016-2019)"
15,"Apr-20",6232.25,6400.25,6961.25,"workday",1,"Severe","Austria","workday - April 2020"
15,"Historic (April 2016-2019)",7416.25,7850.75,8342.5,"workday",1,"Severe","Austria","workday - Historic (April 2016-2019)"
16,"Apr-20",6197.25,6376.25,6914.25,"workday",1,"Severe","Austria","workday - April 2020"
16,"Historic (April 2016-2019)",7375.25,7766.75,8257,"workday",1,"Severe","Austria","workday - Historic (April 2016-2019)"
17,"Apr-20",6298,6497.25,7083.25,"workday",1,"Severe","Austria","workday - April 2020"
17,"Historic (April 2016-2019)",7393.5,7831.75,8250.25,"workday",1,"Severe","Austria","workday - Historic (April 2016-2019)"
18,"Apr-20",6594.75,6733.25,7355.5,"workday",1,"Severe","Austria","workday - April 2020"
18,"Historic (April 2016-2019)",7471.5,7889.25,8240.5,"workday",1,"Severe","Austria","workday - Historic (April 2016-2019)"
19,"Apr-20",6708.5,6799.75,7467.75,"workday",1,"Severe","Austria","workday - April 2020"
19,"Historic (April 2016-2019)",7367,7806,8066.25,"workday",1,"Severe","Austria","workday - Historic (April 2016-2019)"
20,"Apr-20",6654.75,6769.75,7272.25,"workday",1,"Severe","Austria","workday - April 2020"
20,"Historic (April 2016-2019)",7316.5,7678.75,7917.25,"workday",1,"Severe","Austria","workday - Historic (April 2016-2019)"
21,"Apr-20",6244.5,6363.25,6792,"workday",1,"Severe","Austria","workday - April 2020"
21,"Historic (April 2016-2019)",6819.25,7129.5,7406.5,"workday",1,"Severe","Austria","workday - Historic (April 2016-2019)"
22,"Apr-20",6039,6130.5,6653.5,"workday",1,"Severe","Austria","workday - April 2020"
22,"Historic (April 2016-2019)",6521,6831.75,7135,"workday",1,"Severe","Austria","workday - Historic (April 2016-2019)"
23,"Apr-20",5647.25,5804,6289.5,"workday",1,"Severe","Austria","workday - April 2020"
23,"Historic (April 2016-2019)",6013.75,6314.75,6620.5,"workday",1,"Severe","Austria","workday - Historic (April 2016-2019)"
0,"Historic (April 2016-2019)",5086.25,5545.5,5961.6,"weekend",1,"Severe","Austria","weekend - Historic (April 2016-2019)"
1,"Historic (April 2016-2019)",4824.15,5239.5,5630.3,"weekend",1,"Severe","Austria","weekend - Historic (April 2016-2019)"
2,"Historic (April 2016-2019)",4709.6,5111.5,5507.75,"weekend",1,"Severe","Austria","weekend - Historic (April 2016-2019)"
3,"Historic (April 2016-2019)",4552.6,4959.75,5338.3,"weekend",1,"Severe","Austria","weekend - Historic (April 2016-2019)"
4,"Historic (April 2016-2019)",4572.4,4923.25,5349.85,"weekend",1,"Severe","Austria","weekend - Historic (April 2016-2019)"
5,"Historic (April 2016-2019)",4733.9,5108.75,5613.1,"weekend",1,"Severe","Austria","weekend - Historic (April 2016-2019)"
6,"Historic (April 2016-2019)",4857.25,5431.75,5931,"weekend",1,"Severe","Austria","weekend - Historic (April 2016-2019)"
7,"Historic (April 2016-2019)",5313.55,5950,6434.95,"weekend",1,"Severe","Austria","weekend - Historic (April 2016-2019)"
8,"Historic (April 2016-2019)",5609.8,6288.75,6850.7,"weekend",1,"Severe","Austria","weekend - Historic (April 2016-2019)"
9,"Historic (April 2016-2019)",5798.9,6457.5,7042.8,"weekend",1,"Severe","Austria","weekend - Historic (April 2016-2019)"
10,"Historic (April 2016-2019)",5930.6,6510.25,7072.6,"weekend",1,"Severe","Austria","weekend - Historic (April 2016-2019)"
11,"Historic (April 2016-2019)",6041.35,6592.75,7078.95,"weekend",1,"Severe","Austria","weekend - Historic (April 2016-2019)"
12,"Historic (April 2016-2019)",5813.85,6372.5,6848.8,"weekend",1,"Severe","Austria","weekend - Historic (April 2016-2019)"
13,"Historic (April 2016-2019)",5559.7,6123.75,6618.35,"weekend",1,"Severe","Austria","weekend - Historic (April 2016-2019)"
14,"Historic (April 2016-2019)",5395.2,5942.75,6423,"weekend",1,"Severe","Austria","weekend - Historic (April 2016-2019)"
15,"Historic (April 2016-2019)",5319.7,5859,6338,"weekend",1,"Severe","Austria","weekend - Historic (April 2016-2019)"
16,"Historic (April 2016-2019)",5380.7,5887.5,6344.3,"weekend",1,"Severe","Austria","weekend - Historic (April 2016-2019)"
17,"Historic (April 2016-2019)",5619.95,6062.75,6470.1,"weekend",1,"Severe","Austria","weekend - Historic (April 2016-2019)"
18,"Historic (April 2016-2019)",5903.1,6216.25,6575.35,"weekend",1,"Severe","Austria","weekend - Historic (April 2016-2019)"
19,"Historic (April 2016-2019)",5995.7,6281,6612.7,"weekend",1,"Severe","Austria","weekend - Historic (April 2016-2019)"
20,"Historic (April 2016-2019)",6120.5,6407,6621.05,"weekend",1,"Severe","Austria","weekend - Historic (April 2016-2019)"
21,"Historic (April 2016-2019)",5881.3,6091,6215.35,"weekend",1,"Severe","Austria","weekend - Historic (April 2016-2019)"
22,"Historic (April 2016-2019)",5801.05,6028.5,6220.35,"weekend",1,"Severe","Austria","weekend - Historic (April 2016-2019)"
23,"Historic (April 2016-2019)",5419.5,5657,5838.75,"weekend",1,"Severe","Austria","weekend - Historic (April 2016-2019)"
0,"Apr-20",7321.975,7925.875,8194.125,"workday",1,"Severe","Belgium","workday - April 2020"
0,"Historic (April 2016-2019)",8364.8,9120.25,9709.6,"workday",1,"Severe","Belgium","workday - Historic (April 2016-2019)"
1,"Apr-20",7077.75,7544.25,7841.525,"workday",1,"Severe","Belgium","workday - April 2020"
1,"Historic (April 2016-2019)",7948,8631.25,9239.85,"workday",1,"Severe","Belgium","workday - Historic (April 2016-2019)"
2,"Apr-20",6847.7,7316.75,7558.475,"workday",1,"Severe","Belgium","workday - April 2020"
2,"Historic (April 2016-2019)",7739.9,8297.25,8846.35,"workday",1,"Severe","Belgium","workday - Historic (April 2016-2019)"
3,"Apr-20",6750.625,7202.375,7456.95,"workday",1,"Severe","Belgium","workday - April 2020"
3,"Historic (April 2016-2019)",7718.15,8242,8743.6,"workday",1,"Severe","Belgium","workday - Historic (April 2016-2019)"
4,"Apr-20",6789.375,7278,7516.075,"workday",1,"Severe","Belgium","workday - April 2020"
4,"Historic (April 2016-2019)",7871.75,8373,8811.35,"workday",1,"Severe","Belgium","workday - Historic (April 2016-2019)"
5,"Apr-20",7184.425,7527.875,7855.125,"workday",1,"Severe","Belgium","workday - April 2020"
5,"Historic (April 2016-2019)",8338.1,8894.25,9355.8,"workday",1,"Severe","Belgium","workday - Historic (April 2016-2019)"
6,"Apr-20",7666.075,8015.375,8481.325,"workday",1,"Severe","Belgium","workday - April 2020"
6,"Historic (April 2016-2019)",9425.6,9856,10300.45,"workday",1,"Severe","Belgium","workday - Historic (April 2016-2019)"
7,"Apr-20",8193.125,8519.625,8818.125,"workday",1,"Severe","Belgium","workday - April 2020"
7,"Historic (April 2016-2019)",10103.5,10532,10961.25,"workday",1,"Severe","Belgium","workday - Historic (April 2016-2019)"
8,"Apr-20",8714.15,8926.75,9211.225,"workday",1,"Severe","Belgium","workday - April 2020"
8,"Historic (April 2016-2019)",10640.75,10941.25,11350.2,"workday",1,"Severe","Belgium","workday - Historic (April 2016-2019)"
9,"Apr-20",8792.55,9077.125,9383.525,"workday",1,"Severe","Belgium","workday - April 2020"
9,"Historic (April 2016-2019)",10857.8,11187,11504.95,"workday",1,"Severe","Belgium","workday - Historic (April 2016-2019)"
10,"Apr-20",8767.275,9117.125,9541.6,"workday",1,"Severe","Belgium","workday - April 2020"
10,"Historic (April 2016-2019)",10775.5,11176.75,11557.05,"workday",1,"Severe","Belgium","workday - Historic (April 2016-2019)"
11,"Apr-20",8899.175,9154.375,9661.3,"workday",1,"Severe","Belgium","workday - April 2020"
11,"Historic (April 2016-2019)",10745.05,11266.75,11666.9,"workday",1,"Severe","Belgium","workday - Historic (April 2016-2019)"
12,"Apr-20",8715.4,9129.75,9699.65,"workday",1,"Severe","Belgium","workday - April 2020"
12,"Historic (April 2016-2019)",10447.55,11018.75,11454.1,"workday",1,"Severe","Belgium","workday - Historic (April 2016-2019)"
13,"Apr-20",8420.875,8911.125,9275.6,"workday",1,"Severe","Belgium","workday - April 2020"
13,"Historic (April 2016-2019)",10338.8,10916.5,11338.1,"workday",1,"Severe","Belgium","workday - Historic (April 2016-2019)"
14,"Apr-20",8325.95,8673.25,9062.6,"workday",1,"Severe","Belgium","workday - April 2020"
14,"Historic (April 2016-2019)",10248.6,10752.75,11229.35,"workday",1,"Severe","Belgium","workday - Historic (April 2016-2019)"
15,"Apr-20",8228.125,8630.125,8963.05,"workday",1,"Severe","Belgium","workday - April 2020"
15,"Historic (April 2016-2019)",10108,10663,11077.8,"workday",1,"Severe","Belgium","workday - Historic (April 2016-2019)"
16,"Apr-20",8231.575,8586.75,8920.5,"workday",1,"Severe","Belgium","workday - April 2020"
16,"Historic (April 2016-2019)",9977.65,10536.5,10950.15,"workday",1,"Severe","Belgium","workday - Historic (April 2016-2019)"
17,"Apr-20",8535,8848.875,9099.55,"workday",1,"Severe","Belgium","workday - April 2020"
17,"Historic (April 2016-2019)",10106.25,10650.5,10923.1,"workday",1,"Severe","Belgium","workday - Historic (April 2016-2019)"
18,"Apr-20",8740,9094.5,9364.2,"workday",1,"Severe","Belgium","workday - April 2020"
18,"Historic (April 2016-2019)",10199.55,10614,10920.65,"workday",1,"Severe","Belgium","workday - Historic (April 2016-2019)"
19,"Apr-20",8671.275,9090.375,9321.5,"workday",1,"Severe","Belgium","workday - April 2020"
19,"Historic (April 2016-2019)",10074.9,10385.25,10670.45,"workday",1,"Severe","Belgium","workday - Historic (April 2016-2019)"
20,"Apr-20",8513.125,9024,9232.15,"workday",1,"Severe","Belgium","workday - April 2020"
20,"Historic (April 2016-2019)",9887.2,10355.5,10685.55,"workday",1,"Severe","Belgium","workday - Historic (April 2016-2019)"
21,"Apr-20",8440.825,8831,9028.45,"workday",1,"Severe","Belgium","workday - April 2020"
21,"Historic (April 2016-2019)",9864,10319.5,10553.05,"workday",1,"Severe","Belgium","workday - Historic (April 2016-2019)"
22,"Apr-20",8436.575,8803.125,8971.025,"workday",1,"Severe","Belgium","workday - April 2020"
22,"Historic (April 2016-2019)",9788.6,10202.25,10557.9,"workday",1,"Severe","Belgium","workday - Historic (April 2016-2019)"
23,"Apr-20",8223.075,8520.25,8838.975,"workday",1,"Severe","Belgium","workday - April 2020"
23,"Historic (April 2016-2019)",9385.4,9920.75,10367.35,"workday",1,"Severe","Belgium","workday - Historic (April 2016-2019)"
0,"Historic (April 2016-2019)",8175.75,8895.25,9475.5,"weekend",1,"Severe","Belgium","weekend - Historic (April 2016-2019)"
1,"Historic (April 2016-2019)",7877,8344.5,8933.25,"weekend",1,"Severe","Belgium","weekend - Historic (April 2016-2019)"
2,"Historic (April 2016-2019)",7579.5,7968,8598,"weekend",1,"Severe","Belgium","weekend - Historic (April 2016-2019)"
3,"Historic (April 2016-2019)",7431,7802.25,8426.75,"weekend",1,"Severe","Belgium","weekend - Historic (April 2016-2019)"
4,"Historic (April 2016-2019)",7365.25,7828.75,8414.25,"weekend",1,"Severe","Belgium","weekend - Historic (April 2016-2019)"
5,"Historic (April 2016-2019)",7447.75,7943,8522.25,"weekend",1,"Severe","Belgium","weekend - Historic (April 2016-2019)"
6,"Historic (April 2016-2019)",7529.5,8161.25,8789,"weekend",1,"Severe","Belgium","weekend - Historic (April 2016-2019)"
7,"Historic (April 2016-2019)",7877.25,8456.25,9019.25,"weekend",1,"Severe","Belgium","weekend - Historic (April 2016-2019)"
8,"Historic (April 2016-2019)",8386.5,8861,9548.25,"weekend",1,"Severe","Belgium","weekend - Historic (April 2016-2019)"
9,"Historic (April 2016-2019)",8857.5,9263.75,9951,"weekend",1,"Severe","Belgium","weekend - Historic (April 2016-2019)"
10,"Historic (April 2016-2019)",9028.25,9486.75,10176.25,"weekend",1,"Severe","Belgium","weekend - Historic (April 2016-2019)"
11,"Historic (April 2016-2019)",9143.75,9693,10293,"weekend",1,"Severe","Belgium","weekend - Historic (April 2016-2019)"
12,"Historic (April 2016-2019)",9043.75,9648.5,10162.5,"weekend",1,"Severe","Belgium","weekend - Historic (April 2016-2019)"
13,"Historic (April 2016-2019)",8677.75,9396.25,9907,"weekend",1,"Severe","Belgium","weekend - Historic (April 2016-2019)"
14,"Historic (April 2016-2019)",8442.25,9061.5,9655,"weekend",1,"Severe","Belgium","weekend - Historic (April 2016-2019)"
15,"Historic (April 2016-2019)",8285.25,8962.5,9427.75,"weekend",1,"Severe","Belgium","weekend - Historic (April 2016-2019)"
16,"Historic (April 2016-2019)",8261,8841.75,9420.5,"weekend",1,"Severe","Belgium","weekend - Historic (April 2016-2019)"
17,"Historic (April 2016-2019)",8471.5,9049.75,9562,"weekend",1,"Severe","Belgium","weekend - Historic (April 2016-2019)"
18,"Historic (April 2016-2019)",8742.5,9229.5,9629.5,"weekend",1,"Severe","Belgium","weekend - Historic (April 2016-2019)"
19,"Historic (April 2016-2019)",8886.25,9283.25,9569.5,"weekend",1,"Severe","Belgium","weekend - Historic (April 2016-2019)"
20,"Historic (April 2016-2019)",8721,9344,9564.5,"weekend",1,"Severe","Belgium","weekend - Historic (April 2016-2019)"
21,"Historic (April 2016-2019)",8818.5,9385.75,9578.25,"weekend",1,"Severe","Belgium","weekend - Historic (April 2016-2019)"
22,"Historic (April 2016-2019)",8858.5,9300.25,9653,"weekend",1,"Severe","Belgium","weekend - Historic (April 2016-2019)"
23,"Historic (April 2016-2019)",8529.5,9120.25,9494.5,"weekend",1,"Severe","Belgium","weekend - Historic (April 2016-2019)"
0,"Apr-20",52310.3442,55366.871,61247.0345,"workday",1,"Severe","Brazil","workday - April 2020"
0,"Historic (April 2016-2019)",56137.036,60933.9465,63564.75606,"workday",1,"Severe","Brazil","workday - Historic (April 2016-2019)"
1,"Apr-20",49768.0759,52748.338,58307.9253,"workday",1,"Severe","Brazil","workday - April 2020"
1,"Historic (April 2016-2019)",53639.2084,57966.656,60176.26562,"workday",1,"Severe","Brazil","workday - Historic (April 2016-2019)"
2,"Apr-20",48216.4,50941.334,56057.3292,"workday",1,"Severe","Brazil","workday - April 2020"
2,"Historic (April 2016-2019)",51975.6403,56064.466,58361.65069,"workday",1,"Severe","Brazil","workday - Historic (April 2016-2019)"
3,"Apr-20",47215.6565,49888.8735,54830.8425,"workday",1,"Severe","Brazil","workday - April 2020"
3,"Historic (April 2016-2019)",51100.443,55034.231,57170.17909,"workday",1,"Severe","Brazil","workday - Historic (April 2016-2019)"
4,"Apr-20",47171.9764,49813.1005,54366.5123,"workday",1,"Severe","Brazil","workday - April 2020"
4,"Historic (April 2016-2019)",51380.2389,55134.2795,57079.99653,"workday",1,"Severe","Brazil","workday - Historic (April 2016-2019)"
5,"Apr-20",48014.0566,50107.28,54430.0607,"workday",1,"Severe","Brazil","workday - April 2020"
5,"Historic (April 2016-2019)",53016.2,56801.913,58505.1312,"workday",1,"Severe","Brazil","workday - Historic (April 2016-2019)"
6,"Apr-20",48744.1074,50359.866,53637.0617,"workday",1,"Severe","Brazil","workday - April 2020"
6,"Historic (April 2016-2019)",55453.4684,58950.55679,60578.95105,"workday",1,"Severe","Brazil","workday - Historic (April 2016-2019)"
7,"Apr-20",52082.5712,53467.6125,55723.9121,"workday",1,"Severe","Brazil","workday - April 2020"
7,"Historic (April 2016-2019)",59240.0303,62749.5725,64370.701,"workday",1,"Severe","Brazil","workday - Historic (April 2016-2019)"
8,"Apr-20",56059.0394,57316.1975,59359.4699,"workday",1,"Severe","Brazil","workday - April 2020"
8,"Historic (April 2016-2019)",64345.87117,68485.464,70578.44499,"workday",1,"Severe","Brazil","workday - Historic (April 2016-2019)"
9,"Apr-20",57832.4973,59100.4405,61307.1809,"workday",1,"Severe","Brazil","workday - April 2020"
9,"Historic (April 2016-2019)",67093.1076,71560.9925,74107.87188,"workday",1,"Severe","Brazil","workday - Historic (April 2016-2019)"
10,"Apr-20",58940.7838,60317.7895,62808.9655,"workday",1,"Severe","Brazil","workday - April 2020"
10,"Historic (April 2016-2019)",69397.57083,74117.893,76679.48978,"workday",1,"Severe","Brazil","workday - Historic (April 2016-2019)"
