"date","geography","percent_red","percent_red_upper","percent_red_lower","week_2020","grocery_pharmacy","workplace","residential"
2020-02-19,"Brazil",-0.0110163303496507,0.0239508340831622,-0.043674151490188,8,0.00311224489795918,0.0598469387755102,0.0194387755102041
2020-02-26,"Brazil",-0.000644872797512645,0.0346997925056647,-0.0336545970498261,9,0.0633673469387755,0.141836734693878,-0.00408163265306122
2020-03-04,"Brazil",0.00856101734708083,0.0430325784748287,-0.0237049122978547,10,0.0370918367346939,0.108826530612245,0.0076530612244898
2020-03-11,"Brazil",-0.0444041604218145,-0.0110052592740813,-0.0756209537156065,11,-0.155408163265306,-0.276887755102041,0.139081632653061
2020-03-18,"Brazil",-0.116256713977393,-0.0853001573541488,-0.145186512470075,12,-0.285357142857143,-0.420459183673469,0.183826530612245
2020-03-25,"Brazil",-0.114699678738695,-0.0829550725074824,-0.144320062497048,13,-0.156428571428571,-0.356989795918367,0.161224489795918
2020-04-01,"Brazil",-0.113724848792821,-0.0754332573483999,-0.148970829219661,14,-0.170765306122449,-0.389489795918367,0.159489795918367
2020-04-08,"Brazil",-0.147533278564587,-0.112157960939763,-0.180197613584945,15,-0.196071428571429,-0.358979591836735,0.165357142857143
2020-04-15,"Brazil",-0.13156068057546,-0.0990556210492559,-0.161801924084963,16,-0.169387755102041,-0.281326530612245,0.144540816326531
2020-04-22,"Brazil",-0.10617275146815,-0.0687791748391318,-0.140679153240948,17,-0.125459183673469,-0.318163265306122,0.149285714285714
2020-04-29,"Brazil",-0.113135296743745,-0.0757274836818538,-0.147632902670641,18,-0.0309183673469388,-0.236020408163265,0.141632653061224
2020-05-06,"Brazil",-0.0851915695869527,-0.0490919527765072,-0.118650513216534,19,-0.142244897959184,-0.262397959183673,0.154795918367347
2020-05-13,"Brazil",-0.0857667719835233,-0.0495086143711962,-0.119360314238397,20,-0.114132653061224,-0.256071428571429,0.156785714285714
2020-05-20,"Brazil",-0.106254355879776,-0.0696095135852754,-0.14012195844596,21,-0.0380612244897959,-0.207704081632653,0.143724489795918
2020-05-27,"Brazil",-0.0746997415488452,-0.0376723768637599,-0.108983284964751,22,0.0128571428571429,-0.182295918367347,0.136836734693878
2020-02-19,"British Columbia",-0.0181624854488226,0.0186192461281978,-0.0523804601099727,8,0.0542857142857143,0.0285714285714286,-0.00285714285714286
2020-02-26,"British Columbia",-0.0130181797936055,0.0246387552572739,-0.0480053407498261,9,0.0471428571428571,0.02,0.00142857142857143
2020-03-04,"British Columbia",-0.0109262656446256,0.0266358645108813,-0.0458367959495586,10,0.214285714285714,-0.0985714285714286,0.0457142857142857
2020-03-11,"British Columbia",-0.0588627263137546,-0.0219808680887832,-0.0930639851909131,11,-0.0557142857142857,-0.442857142857143,0.16
2020-03-18,"British Columbia",-0.0330141749573306,0.00576622117305183,-0.0689150076501102,12,-0.23,-0.537142857142857,0.2
2020-03-25,"British Columbia",-0.0405923665836283,-4.59789993495405e-05,-0.0779787178381369,13,-0.23,-0.532857142857143,0.195714285714286
2020-04-01,"British Columbia",-0.0482348164970985,-0.00289425348624856,-0.0896312595367658,14,-0.197142857142857,-0.581428571428571,0.198571428571429
2020-04-08,"British Columbia",-0.0602403362729558,-0.0160514902677024,-0.100630751844028,15,-0.184285714285714,-0.5,0.181428571428571
2020-04-15,"British Columbia",-0.0677034976869073,-0.0243695074473516,-0.107351717241039,16,-0.161428571428571,-0.492857142857143,0.171428571428571
2020-04-22,"British Columbia",-0.0589335428174568,-0.0143356816583762,-0.0996703106363383,17,-0.118571428571429,-0.475714285714286,0.171428571428571
2020-04-29,"British Columbia",-0.0644523800467304,-0.0193292158139763,-0.105605741272721,18,-0.0414285714285714,-0.447142857142857,0.15
2020-05-06,"British Columbia",-0.0649275798222581,-0.0159399094199493,-0.109269207820558,19,-0.0514285714285714,-0.481428571428571,0.154285714285714
2020-05-13,"British Columbia",-0.0522527885370193,-0.00605529640076919,-0.094346595064842,20,-0.0271428571428571,-0.387142857142857,0.141428571428571
2020-05-20,"British Columbia",-0.0478828004734478,-0.00203155299739565,-0.0897058869438577,21,0.00857142857142857,-0.344285714285714,0.124285714285714
2020-05-27,"British Columbia",-0.0610145199920088,-0.0138347187835648,-0.103886111523111,22,-0.00285714285714286,-0.327142857142857,0.117142857142857
2020-02-19,"Bulgaria",-0.00379942327063293,0.056693666723769,-0.0577413902498988,8,0.0597536945812808,-0.0550246305418719,0.00455128205128205
2020-02-26,"Bulgaria",0.0305062255327233,0.0916739410640375,-0.0241705909199276,9,0.068128078817734,-0.0440394088669951,0.0139506172839506
2020-03-04,"Bulgaria",-0.00940603241176264,0.0491470395267619,-0.0617688689283501,10,-0.0314778325123153,-0.197487684729064,0.0623333333333333
2020-03-11,"Bulgaria",-0.0343275590771547,0.0206228467293511,-0.0836631969611958,11,-0.321625615763547,-0.377389162561576,0.165390625
2020-03-18,"Bulgaria",-0.00604514661963599,0.0511744475506971,-0.0573569465691812,12,-0.320541871921182,-0.380295566502463,0.178046875
2020-03-25,"Bulgaria",-0.0101035618842153,0.0491808309642874,-0.0630465032195595,13,-0.294769230769231,-0.381970443349754,0.169923076923077
2020-04-01,"Bulgaria",-0.0237507984796882,0.0419820001747935,-0.0816823096122966,14,-0.170406976744186,-0.334088669950739,0.127910447761194
2020-04-08,"Bulgaria",-0.0893533676323297,-0.0204363824245004,-0.14921047927163,15,-0.259597701149425,-0.462364532019704,0.162155172413793
2020-04-15,"Bulgaria",-0.0670908745129109,-0.0038657540432955,-0.122769139807436,16,-0.168666666666667,-0.291477832512315,0.115071428571429
2020-04-22,"Bulgaria",-0.0935223719784502,-0.00792640288142902,-0.16552109354182,17,-0.130734463276836,-0.332315270935961,0.115035971223022
2020-04-29,"Bulgaria",-0.0243395168558095,0.0648539242678649,-0.0997458809875733,18,-0.0520588235294118,-0.258128078817734,0.0761971830985916
2020-05-06,"Bulgaria",-0.0751452660308037,-0.00537158973591688,-0.135771335485794,19,-0.00240641711229947,-0.159310344827586,0.0387898089171975
2020-05-13,"Bulgaria",-0.0710669734200728,0.00546983618727089,-0.136775969265573,20,-0.00295336787564767,-0.199655172413793,0.0502684563758389
2020-05-20,"Bulgaria",-0.0800666496736997,-0.012459198530198,-0.139010356288789,21,-0.00286458333333333,-0.103694581280788,0.037716049382716
2020-05-27,"Bulgaria",-0.0497445819951029,0.0214728711142493,-0.111678662652179,22,0.0184536082474227,-0.0875862068965517,0.00604938271604938
2020-02-19,"Chile",0.00473787690080953,0.040141055345425,-0.0283346023412923,8,0.049327731092437,0.0412605042016807,0.00956896551724138
2020-02-26,"Chile",0.0081696847590903,0.045789165423648,-0.0268372538502034,9,0.0163865546218487,0.121848739495798,0.00603448275862069
2020-03-04,"Chile",0.00758532020588848,0.0448823830047051,-0.0271408734107178,10,0.0158823529411765,0.0723529411764706,0.0335344827586207
2020-03-11,"Chile",-0.00649572544799993,0.0301566817407288,-0.0406295958775857,11,-0.308487394957983,-0.30218487394958,0.196991150442478
2020-03-18,"Chile",-0.0218808742799927,0.0142685429524487,-0.0555421764653245,12,-0.413865546218487,-0.407058823529412,0.235363636363636
2020-03-25,"Chile",-0.0440456484716641,-0.00624317377166637,-0.0790775076730512,13,-0.407310924369748,-0.424957983193277,0.22302752293578
2020-04-01,"Chile",-0.0313200649068791,0.0056960138611305,-0.0657080163192261,14,-0.459411764705882,-0.48781512605042,0.234351851851852
2020-04-08,"Chile",-0.00968611615530269,0.0291659909572972,-0.0457115179343191,15,-0.436554621848739,-0.408403361344538,0.217614678899083
2020-04-15,"Chile",-0.00639730935506115,0.0319766960273666,-0.0420197599673541,16,-0.443445378151261,-0.38436974789916,0.201891891891892
2020-04-22,"Chile",-0.0456501949701174,-0.00671768049117651,-0.0816458388795914,17,-0.415378151260504,-0.403025210084034,0.20375
2020-04-29,"Chile",-0.0319181568249766,0.00576396234076745,-0.0668786363583761,18,-0.370336134453781,-0.317899159663866,0.197217391304348
2020-05-06,"Chile",-0.0265413717259014,0.011237914022614,-0.0615994924983242,19,-0.408571428571429,-0.335210084033613,0.211913043478261
2020-05-13,"Chile",-0.0461134041339833,-0.00727929115592772,-0.0820236040074914,20,-0.415798319327731,-0.378235294117647,0.230442477876106
2020-05-20,"Chile",-0.0264824021886104,0.00966800595632805,-0.0601336154610456,21,-0.38109243697479,-0.306134453781513,0.212695652173913
2020-05-27,"Chile",-0.0461497434959342,-0.0115426827702876,-0.0784155074706136,22,-0.38563025210084,-0.308067226890756,0.217304347826087
2020-02-19,"Croatia",0.0225652055583198,0.0757859304247168,-0.0256379305418277,8,0.0057516339869281,0.00233766233766234,0.010546875
2020-02-26,"Croatia",0.000667098517746003,0.0535089723684229,-0.0471270752446754,9,0.0505228758169935,0.0207142857142857,-0.001328125
2020-03-04,"Croatia",0.00118808290177169,0.0557485528685239,-0.048010195419647,10,0.132745098039216,-0.0861038961038961,0.0347107438016529
2020-03-11,"Croatia",-0.0562695930137503,-0.00587115211287864,-0.101804584443262,11,-0.257142857142857,-0.438831168831169,0.166285714285714
2020-03-18,"Croatia",-0.0633331889429477,-0.0142957371084233,-0.107722772332234,12,-0.479545454545455,-0.559025974025974,0.244315789473684
2020-03-25,"Croatia",-0.06576747793801,-0.0124987516879511,-0.113583400464561,13,-0.379932432432432,-0.520064935064935,0.20625
2020-04-01,"Croatia",-0.086459666998185,-0.0231108975750939,-0.14209276542712,14,-0.406818181818182,-0.575064935064935,0.207977528089888
2020-04-08,"Croatia",-0.0930739173592354,-0.0382995738663561,-0.141945057359561,15,-0.294580152671756,-0.460454545454545,0.17214953271028
2020-04-15,"Croatia",-0.108681685674229,-0.055027937335953,-0.156570061880059,16,-0.243893129770992,-0.419480519480519,0.141531531531532
2020-04-22,"Croatia",-0.147141589454221,-0.0919690498786394,-0.195993534979262,17,-0.278666666666667,-0.436948051948052,0.1294
2020-04-29,"Croatia",-0.0911234735933434,-0.0345489510205155,-0.141434597884498,18,-0.137669172932331,-0.283246753246753,0.0978571428571429
2020-05-06,"Croatia",-0.0682677898129792,-0.011855031384701,-0.11858725300042,19,-0.0871830985915493,-0.207532467532468,0.0616239316239316
2020-05-13,"Croatia",-0.0823218837655227,-0.0271325442320257,-0.131585746784368,20,-0.0652083333333333,-0.175064935064935,0.0499145299145299
2020-05-20,"Croatia",-0.099430594124683,-0.0377496542449669,-0.153680296385584,21,-0.0549645390070922,-0.161493506493506,0.0380172413793103
2020-05-27,"Croatia",-0.0700311159141898,-0.0126022730414143,-0.121146811535669,22,0.0220979020979021,-0.095359477124183,0.0309836065573771
2020-02-19,"Czech Republic",-0.00234916479647462,0.0395193694431507,-0.0409756169795044,8,0.0594285714285714,0.00752380952380952,0.00247619047619048
2020-02-26,"Czech Republic",0.0116265023268399,0.0563563314882624,-0.0294691741436986,9,0.0744761904761905,0.00219047619047619,0.00295238095238095
2020-03-04,"Czech Republic",-0.00874961518545841,0.0360746496345994,-0.0498562063363325,10,0.0518095238095238,-0.181809523809524,0.0825714285714286
2020-03-11,"Czech Republic",-0.0734128722371377,-0.0325978602525893,-0.110923308019155,11,-0.213809523809524,-0.383047619047619,0.177142857142857
2020-03-18,"Czech Republic",-0.105430582084768,-0.0662498598802699,-0.141455624781272,12,-0.190666666666667,-0.384285714285714,0.175333333333333
2020-03-25,"Czech Republic",-0.0907471301640791,-0.0475987781244341,-0.130155276125557,13,-0.118190476190476,-0.375809523809524,0.158190476190476
2020-04-01,"Czech Republic",-0.13685076002977,-0.0868766762385131,-0.181638641405383,14,-0.0953333333333333,-0.48152380952381,0.162095238095238
2020-04-08,"Czech Republic",-0.136797561241278,-0.0946813287955924,-0.175169416044583,15,-0.0386666666666667,-0.310666666666667,0.123809523809524
2020-04-15,"Czech Republic",-0.140518958102179,-0.0979797453159603,-0.179226575977136,16,-0.0123809523809524,-0.281333333333333,0.100666666666667
2020-04-22,"Czech Republic",-0.149911684016017,-0.103446707464841,-0.191797758722602,17,-0.00771428571428571,-0.32752380952381,0.113428571428571
2020-04-29,"Czech Republic",-0.140031805938415,-0.093076319567235,-0.182364447452333,18,0.0474285714285714,-0.265142857142857,0.0830476190476191
2020-05-06,"Czech Republic",-0.119483493160508,-0.0748695180299769,-0.159992455341754,19,0.0131428571428571,-0.130285714285714,0.0578095238095238
2020-05-13,"Czech Republic",-0.120465665375236,-0.0749918724255931,-0.161677934639593,20,0.0320952380952381,-0.127714285714286,0.0592380952380952
2020-05-20,"Czech Republic",-0.10646330416074,-0.0604291731079561,-0.148197251443743,21,0.0177142857142857,-0.0830476190476191,0.0379047619047619
2020-05-27,"Czech Republic",-0.099988292692989,-0.052869525521625,-0.142641020310598,22,0.0452380952380952,-0.076,0.0321904761904762
2020-02-19,"Denmark",-0.0221467388276293,0.028765661672782,-0.0682575737215359,8,-0.0266666666666667,0.0178571428571429,-0.000476190476190476
2020-02-26,"Denmark",0.0168045826649774,0.0730879028677049,-0.0338688688456287,9,-0.0402380952380952,0.00642857142857143,0.00452380952380952
2020-03-04,"Denmark",-0.0161685378603389,0.0384781707395364,-0.0653515289705816,10,-0.0392857142857143,-0.298809523809524,0.112619047619048
2020-03-11,"Denmark",-0.0547935252233771,-0.00252107130964635,-0.101860157104495,11,-0.205238095238095,-0.463809523809524,0.16547619047619
2020-03-18,"Denmark",-0.0796307884575049,-0.0287274958889832,-0.125464218869764,12,-0.151428571428571,-0.459047619047619,0.157380952380952
2020-03-25,"Denmark",-0.0148722986749045,0.0452623443974158,-0.0684641786703817,13,-0.0738095238095238,-0.45952380952381,0.147619047619048
2020-04-01,"Denmark",-0.10420551729761,-0.0495004297188741,-0.1529563017728,14,-0.11047619047619,-0.569761904761905,0.161428571428571
2020-04-08,"Denmark",-0.0437580377216691,0.0147516652046263,-0.0958883340315031,15,-0.0488095238095238,-0.34547619047619,0.117380952380952
2020-04-15,"Denmark",-0.0400760310668877,0.0192325370207128,-0.0928618876288143,16,-0.0516666666666667,-0.310238095238095,0.100714285714286
2020-04-22,"Denmark",-0.0490865988260869,0.0103885464647613,-0.101949139287692,17,-0.019047619047619,-0.301904761904762,0.106428571428571
2020-04-29,"Denmark",-0.0477657051079652,0.0169226745518716,-0.104716393022288,18,0.0164285714285714,-0.303809523809524,0.0895238095238095
2020-05-06,"Denmark",-0.0264380435801004,0.0341948595166319,-0.0803550977305797,19,-0.00404761904761905,-0.210238095238095,0.0797619047619048
2020-05-13,"Denmark",-0.0497668931937498,0.0171660075243339,-0.10843484102889,20,-0.0104761904761905,-0.28547619047619,0.0733333333333333
2020-05-20,"Denmark",-0.00197873995388278,0.071991823361339,-0.0663998725010673,21,0.0445238095238095,-0.184285714285714,0.0395238095238095
2020-05-27,"Denmark",-0.0621670643409733,-0.00307088861375788,-0.114649084084996,22,0.0319047619047619,-0.177619047619048,0.0523809523809524
2020-02-19,"Estonia",-0.00507682755362639,0.0436789077263443,-0.0494805922367129,8,0.00438095238095238,-0.0972727272727273,0.0166666666666667
2020-02-26,"Estonia",0.0147807718336268,0.0694101385951305,-0.0345385187276352,9,0.104326923076923,0.0160227272727273,-0.002
2020-03-04,"Estonia",0.00115999673577346,0.0547037157718197,-0.0472099140726759,10,0.0301904761904762,-0.182045454545455,0.071875
2020-03-11,"Estonia",-0.0558388820348053,-0.00580777640637998,-0.101075780408222,11,-0.15152380952381,-0.407840909090909,0.167586206896552
2020-03-18,"Estonia",-0.0656028636414886,-0.0153196402069602,-0.111000113115307,12,-0.223238095238095,-0.439318181818182,0.178620689655172
2020-03-25,"Estonia",-0.0270824846564504,0.0302987496446761,-0.0784093535219345,13,-0.219883720930233,-0.442954545454545,0.183103448275862
2020-04-01,"Estonia",-0.0472112023962238,0.0150538515687461,-0.10227887603983,14,-0.174047619047619,-0.49752808988764,0.174814814814815
2020-04-08,"Estonia",-0.0447868985334295,0.0121728425461207,-0.0956773977742419,15,-0.181521739130435,-0.412840909090909,0.161724137931034
2020-04-15,"Estonia",-0.0614590024771834,-0.00542123178379237,-0.111518889465176,16,-0.150833333333333,-0.390681818181818,0.134827586206897
2020-04-22,"Estonia",-0.0484061033598864,0.0176741241267627,-0.1064280536951,17,-0.10531914893617,-0.420795454545455,0.128518518518519
2020-04-29,"Estonia",-0.062097400314848,-0.000569583713504739,-0.116488890342007,18,0.0253488372093023,-0.31625,0.0955172413793103
2020-05-06,"Estonia",-0.055263112798694,0.00569024753962829,-0.109250112284913,19,0.01,-0.270795454545455,0.0910344827586207
2020-05-13,"Estonia",-0.0418815098089442,0.0224393484623126,-0.098588594990025,20,0.0393181818181818,-0.220795454545455,0.05375
2020-05-20,"Estonia",-0.0773733736544489,-0.00792674245896582,-0.137733345927051,21,0.0629545454545455,-0.194204545454545,0.0338235294117647
2020-05-27,"Estonia",0.0126818770982798,0.0848486501036242,-0.0504823484526657,22,0.0957142857142857,-0.180113636363636,0.0266666666666667
2020-02-19,"Finland",-0.00274586864961303,0.0401537818173414,-0.0422470164105555,8,0.0259398496240602,-0.120827067669173,0.0121774193548387
2020-02-26,"Finland",0.0390146349087246,0.0888027466368657,-0.00641922427779073,9,0.0418796992481203,-0.052406015037594,0.00903225806451613
2020-03-04,"Finland",0.0195947423553061,0.0679842936822485,-0.02459989041798,10,0.0510526315789474,-0.107067669172932,0.0483064516129032
2020-03-11,"Finland",0.00192494990959796,0.0496030932856303,-0.0416098521245165,11,-0.131353383458647,-0.345639097744361,0.123833333333333
2020-03-18,"Finland",-0.0109038397112195,0.036705983274834,-0.0543327861820081,12,-0.174285714285714,-0.37984962406015,0.137563025210084
2020-03-25,"Finland",0.0399136366302555,0.0949372223552716,-0.00984438706035994,13,-0.136466165413534,-0.394962406015038,0.140840336134454
2020-04-01,"Finland",0.00425602310293134,0.0608694852237061,-0.04662118308496,14,-0.168646616541353,-0.520977443609023,0.152212389380531
2020-04-08,"Finland",0.0106268420866511,0.0655261271611629,-0.0388924659384673,15,-0.130601503759398,-0.371578947368421,0.126166666666667
2020-04-15,"Finland",-0.048497157975981,0.00293171042535707,-0.0949089030930144,16,-0.110451127819549,-0.359022556390977,0.111333333333333
2020-04-22,"Finland",-0.00954900861511244,0.0514911697117545,-0.063891122430369,17,-0.0745864661654135,-0.409097744360902,0.106280991735537
2020-04-29,"Finland",-0.00249482043244028,0.0579199622977054,-0.056382137234234,18,-0.0330075187969925,-0.316015037593985,0.0916260162601626
2020-05-06,"Finland",-0.00739056013315771,0.051855741945167,-0.0603185868940411,19,-0.043609022556391,-0.243759398496241,0.0742741935483871
2020-05-13,"Finland",-0.0217123069131131,0.0446578153507233,-0.0801528479662836,20,0.0445864661654135,-0.296541353383459,0.053739837398374
2020-05-20,"Finland",-0.0433593037925269,0.0202323500443338,-0.0994886788401637,21,0.0822556390977444,-0.166240601503759,0.0280314960629921
2020-05-27,"Finland",-0.037408097502518,0.0263069561373958,-0.0936744794203508,22,0.0600751879699248,-0.26984962406015,0.0317460317460317
2020-02-19,"France",0.00134422406294891,0.046504929674844,-0.0400800090147925,8,0.0166326530612245,-0.0918367346938776,0.0260204081632653
2020-02-26,"France",0.0521023144171583,0.104477714125881,0.00446940528367514,9,0.0172448979591837,-0.0190816326530612,0.0175510204081633
2020-03-04,"France",-0.00650868923180324,0.0467832957472796,-0.0546373263695718,10,0.106224489795918,-0.147755102040816,0.0705102040816327
2020-03-11,"France",-0.154075197037461,-0.109450373612919,-0.194441189682199,11,-0.484183673469388,-0.652959183673469,0.285051546391753
2020-03-18,"France",-0.166856744056787,-0.126471549882977,-0.203672752195035,12,-0.511734693877551,-0.672040816326531,0.294639175257732
2020-03-25,"France",-0.0782459426631846,-0.0236023785925492,-0.127097460525778,13,-0.42530612244898,-0.65234693877551,0.285051546391753
2020-04-01,"France",-0.12555507607379,-0.0612235073069398,-0.181635189391303,14,-0.439489795918367,-0.662551020408163,0.284845360824742
2020-04-08,"France",-0.108936348909461,-0.0480311873903724,-0.162516929494664,15,-0.413469387755102,-0.612959183673469,0.269690721649485
2020-04-15,"France",-0.103395408330568,-0.0410778268661965,-0.158107565227236,16,-0.404489795918367,-0.577857142857143,0.254226804123711
2020-04-22,"France",-0.0907677838665945,-0.0232580833560106,-0.149548630931976,17,-0.385102040816327,-0.577448979591837,0.255102040816327
2020-04-29,"France",-0.0706324833478747,0.00080872862935784,-0.132553812738985,18,-0.270204081632653,-0.495204081632653,0.213775510204082
2020-05-06,"France",-0.0491722282256832,0.01635011455003,-0.106758002557034,19,-0.0866326530612245,-0.33234693877551,0.132959183673469
2020-05-13,"France",-0.063372903798145,0.0108015034579844,-0.127405440368543,20,-0.0968367346938775,-0.372551020408163,0.129183673469388
2020-05-20,"France",-0.0579401613616107,0.0182463641021651,-0.123519573830921,21,-0.0410204081632653,-0.287551020408163,0.105204081632653
2020-05-27,"France",-0.064814503848187,0.00168506229142369,-0.123034242364268,22,-0.00173469387755102,-0.184897959183673,0.0814285714285714
2020-02-19,"Germany",-0.0180101428187955,0.0303463809128798,-0.06203117551333,8,0.0735294117647059,-0.013109243697479,0.00966386554621849
2020-02-26,"Germany",0.00858317214252776,0.0614276102408161,-0.0392489628255039,9,0.0303361344537815,-0.00907563025210084,0.0121848739495798
2020-03-04,"Germany",0.0004890368438633,0.0535929015102799,-0.047518543946616,10,0.118151260504202,-0.085546218487395,0.0412605042016807
2020-03-11,"Germany",-0.0621385108312139,-0.0129982418094566,-0.106617708347113,11,-0.12890756302521,-0.347226890756303,0.135882352941176
